Ref,Slow_year1Fast_year1Rapid_year1 infra costSlow_year2Fast_year2Rapid_year2 infra costSlow_year3Fast_year3Rapid_year3 infra costSlow_year4Fast_year4Rapid_year4 infra cost,,,,,,,,,,,
61,0,1,0,0,1,0,1,1,0,1,1,0
75,1,0,0,1,0,0,1,0,0,1,0,0
76,1,0,0,1,0,0,1,1,1,1,1,1
77,1,0,0,1,0,0,1,0,0,1,0,0
88,0,1,0,0,1,0,0,1,0,0,1,0
89,1,0,0,1,0,0,1,1,0,1,1,0
90,1,0,0,1,0,0,2,0,0,2,0,1
91,1,1,0,1,1,0,1,1,0,1,1,1
101,0,0,0,0,0,0,0,1,0,0,1,0
102,1,0,0,1,0,0,1,0,0,1,0,1
103,1,1,0,1,1,0,1,1,6,1,1,7
104,0,1,0,0,1,0,0,1,0,0,1,0
105,1,0,0,1,0,0,1,1,0,1,1,0
106,0,1,0,0,1,0,0,1,0,0,1,0
107,1,0,0,1,0,0,1,0,0,1,0,1
109,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,1,0,1,1,1
116,1,0,0,1,0,0,1,0,1,1,0,1
117,2,0,0,2,0,0,2,0,0,2,0,0
119,1,1,0,1,1,1,1,1,1,1,1,1
121,1,0,0,1,0,1,1,0,1,1,0,1
123,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,1,0,1,1,0
134,0,2,2,0,3,2,0,3,2,0,3,2
143,0,0,0,0,0,0,0,1,0,0,1,0
144,1,0,0,1,0,0,1,0,0,1,0,0
145,0,1,0,0,1,0,0,1,0,0,1,1
146,1,1,1,1,1,1,1,1,1,1,1,1
147,1,0,1,1,0,1,1,0,1,1,0,1
148,0,0,0,0,0,1,0,0,1,0,0,1
149,0,1,0,0,1,0,0,1,0,0,1,0
150,1,0,0,1,0,0,1,0,0,1,0,0
156,0,0,0,0,0,0,0,0,0,0,1,0
157,0,0,0,0,0,0,1,0,0,1,0,0
159,1,0,0,1,0,0,1,0,0,1,0,0
160,3,0,1,3,0,1,3,0,1,3,0,1
161,1,1,0,1,1,0,1,1,1,1,1,1
162,0,1,0,0,1,0,0,1,0,0,1,0
163,1,0,0,1,0,0,1,0,0,1,0,0
164,1,0,0,1,0,0,1,0,0,1,0,0
171,1,0,0,1,0,0,1,0,1,1,0,1
172,0,1,0,0,1,0,0,1,0,0,1,1
173,2,0,0,2,0,0,2,0,0,2,0,0
175,0,2,0,0,2,0,0,2,1,0,2,1
176,1,0,0,1,0,1,1,0,1,8,0,1
177,0,1,0,0,1,0,0,1,0,0,1,0
178,1,0,0,1,0,0,1,0,0,1,0,0
184,0,1,0,0,1,1,0,1,1,0,1,1
185,0,1,0,0,1,1,0,1,1,2,1,1
186,1,0,0,1,0,1,1,0,1,2,0,1
187,0,1,0,0,1,0,0,1,1,0,1,1
188,1,0,0,1,0,0,1,0,1,1,0,1
189,6,0,1,6,0,1,6,0,1,6,0,1
190,2,0,1,2,0,1,2,0,1,2,0,1
191,1,0,0,1,0,1,1,1,1,1,1,1
192,1,0,0,1,0,0,1,1,0,1,1,1
198,1,0,0,1,0,1,1,0,1,1,0,1
199,3,1,2,3,1,2,4,1,2,4,1,2
200,6,2,0,6,2,1,6,2,1,6,2,1
201,1,0,0,1,1,0,1,1,1,1,1,1
202,1,0,0,1,0,1,1,0,1,1,0,1
203,1,0,1,1,0,1,1,0,1,1,0,1
205,1,0,0,1,0,0,1,0,0,1,1,0
206,0,1,0,0,1,0,0,1,0,0,1,0
213,1,0,1,1,0,1,1,0,1,2,0,1
214,2,3,1,2,3,1,2,3,1,2,3,1
215,1,0,0,1,0,1,1,0,1,2,0,1
216,0,0,0,0,1,0,0,1,0,0,1,0
217,1,1,0,1,1,0,1,1,0,1,1,0
228,2,2,0,2,2,1,2,2,1,2,2,1
229,1,0,0,2,0,0,2,0,1,2,0,1
230,0,1,0,0,1,0,0,1,0,0,1,0
233,0,0,0,0,0,0,1,0,0,1,1,0
234,0,1,0,0,1,0,0,1,0,0,1,0
242,0,1,0,0,1,0,0,1,0,0,1,0
246,0,0,0,0,0,0,1,0,0,1,1,0
247,0,0,0,0,0,0,0,1,0,0,1,0
248,0,1,0,0,1,0,0,1,0,0,1,0
249,0,0,0,0,1,0,0,1,0,0,1,0
263,1,0,1,1,0,1,1,0,1,1,0,1
272,0,0,0,0,0,0,0,1,0,0,1,0
274,1,0,0,1,0,0,1,0,0,1,0,0
275,0,1,0,0,1,0,0,1,0,0,1,0
286,1,0,0,1,0,0,1,0,0,1,0,0
287,1,1,0,1,1,0,1,1,1,1,1,1
288,0,1,0,0,1,0,0,1,0,0,1,0
290,0,1,0,0,1,0,0,1,0,0,1,0
291,1,0,0,1,0,0,1,0,0,1,0,0
299,0,1,0,0,1,0,0,1,0,0,1,0
300,1,0,0,1,0,0,1,0,0,1,0,0
301,1,0,0,1,0,0,1,0,0,1,0,0
304,2,0,0,2,0,0,2,0,0,2,0,0
316,1,0,0,1,0,0,1,0,0,1,1,0
327,0,0,0,0,0,0,0,0,0,0,1,0
328,0,0,0,0,0,0,0,0,0,1,0,0
331,0,0,0,1,0,0,1,0,0,1,0,0
342,0,0,0,0,0,0,0,1,0,0,1,0
343,0,0,0,0,0,0,1,0,0,1,0,0
345,0,0,0,0,0,0,0,0,0,0,1,0
355,2,1,0,2,1,1,2,1,1,2,1,1
356,0,0,1,0,0,1,0,0,1,0,0,1
369,3,1,2,3,1,2,3,1,2,4,3,2
382,0,1,0,0,1,0,0,1,0,0,1,0
385,0,0,0,0,0,0,0,0,0,0,0,0
397,0,1,0,0,1,0,0,1,0,0,1,0
399,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,1,0,0
